amt,category,merchant,state,gender,city_pop,age,unix_time,distance_km,risk_score,risk_bucket,is_fraud
25.48,health_fitness,fraud_Reilly and Sons,KS,M,2661,70,1350166805,77.174446,0.1339541077636623,Low,0
16.63,entertainment,fraud_Abbott-Rogahn,NJ,M,3279,41,1350745896,89.50489,0.1001175983615986,Low,0
52.42,kids_pets,fraud_Bogisich-Weimann,TX,F,5875,26,1337524453,58.008476,0.1231019861377152,Low,0
2.8499999046325684,shopping_pos,fraud_Dooley Inc,WV,M,571,52,1371348249,80.40039,0.4838178288675288,High,0
65.5999984741211,home,fraud_Eichmann-Kilback,AL,M,1312,65,1362249283,33.01048,0.1544715094064974,Medium,0
146.72,kids_pets,fraud_Wilkinson PLC,HI,F,1490,28,1339953436,56.419136,0.1839790455936694,Medium,0
5.16,misc_net,"fraud_Greenfelder, Bartoletti and Davis",CA,M,757530,39,1334744095,33.730553,0.2576673052735671,Medium,0
1.840000033378601,shopping_pos,fraud_Stoltenberg-Beatty,NC,F,186140,37,1369330313,73.50201,0.1991096115892738,Medium,0
25.149999618530277,health_fitness,fraud_Kulas Group,IA,F,888,31,1332515127,59.74144,0.101498515542703,Low,0
26.020000457763672,health_fitness,"fraud_Mueller, Gerhold and Mueller",MN,F,516,52,1327757189,54.923313,0.1082710212489489,Low,0
101.56999969482422,misc_net,"fraud_Parisian, Schiller and Altenwerth",PA,M,143,37,1358209579,88.63589,0.2996984749384064,Medium,0
39.119998931884766,misc_pos,fraud_Wiza LLC,GA,M,1841,44,1347096962,25.392859,0.186442919551481,Medium,0
122.18000030517578,grocery_pos,fraud_Pacocha-O'Reilly,MA,F,2121,46,1368323483,80.071335,0.4346632278902062,High,0
89.19000244140625,shopping_net,"fraud_Langworth, Boehm and Gulgowski",PA,M,1770,25,1359774320,41.429993,0.3343644858457114,Medium,0
18.200000762939453,personal_care,fraud_Zulauf LLC,MT,M,18182,44,1341594328,25.2598,0.1000376906121203,Low,0
14.130000114440918,personal_care,"fraud_Zemlak, Tillman and Cremin",VA,F,1051,43,1366057314,88.579605,0.1611693831675203,Medium,0
19.68000030517578,home,fraud_Medhurst Inc,NE,F,331,69,1364648308,83.7324,0.1191388685954568,Low,0
9.09000015258789,misc_pos,"fraud_Nienow, Ankunding and Collier",MN,F,2607,24,1362759223,33.933113,0.1040768772961411,Low,0
38.51,misc_net,fraud_Klocko LLC,AL,F,270712,47,1334577166,98.366005,0.1923195981705155,Medium,0
55.86000061035156,grocery_net,fraud_Pfeffer LLC,WI,F,13973,39,1370415053,107.61289,0.1582565197526934,Medium,0
30.809999465942383,food_dining,"fraud_Konopelski, Schneider and Hartmann",MI,F,372,24,1355518236,41.399864,0.1408338539229271,Low,0
76.4000015258789,health_fitness,"fraud_Hyatt, Russel and Gleichner",CA,M,123,46,1345308907,78.06583,0.0899758045860914,Low,0
2.9200000762939453,personal_care,fraud_Hills-Boyer,VA,M,207410,35,1367010654,36.610516,0.2196077610925091,Medium,0
746.7899780273438,shopping_net,fraud_Hills-Witting,LA,F,54185,26,1331389846,68.52392,0.9876325486892428,High,0
20.71,grocery_net,"fraud_Swaniawski, Bahringer and Ledner",MT,M,218,24,1354064866,123.00522,0.2374150057853586,Medium,0
71.06999969482422,home,"fraud_McDermott, Osinski and Morar",CA,M,172817,37,1370286911,116.05598,0.1489951255953392,Low,0
23.3,health_fitness,"fraud_Klocko, Runolfsdottir and Breitenberg",KY,F,443,72,1352478839,97.68849,0.0944640242526575,Low,0
76.19,misc_pos,fraud_Bruen-Yost,IN,F,205,59,1334468367,68.94354,0.3427676172278343,Medium,0
107.87999725341795,shopping_net,fraud_Price Inc,MI,M,2223,34,1371554936,109.14856,0.2351154202093474,Medium,0
74.93000030517578,gas_transport,fraud_Erdman-Kertzmann,ME,F,1131,60,1355485974,91.84813,0.2907901126717225,Medium,0
56.02000045776367,personal_care,fraud_Parker-Kunde,SC,M,333497,51,1331469505,86.59989,0.1022278960405363,Low,0
31.29,personal_care,"fraud_Berge, Kautzer and Harris",MS,M,2870,20,1338564441,103.49113,0.0923663250279635,Low,0
158.7100067138672,grocery_pos,"fraud_Lockman, West and Runte",SD,F,355,63,1331795723,76.56133,0.4626765797062628,High,0
7.78,personal_care,"fraud_Schoen, Nienow and Bauch",WI,M,5548,44,1347570511,80.59205,0.1933312367965033,Medium,0
14.239999771118164,misc_net,fraud_Mante Group,VA,F,1970,34,1363891057,88.13278,0.1354701978098683,Low,0
289.9200134277344,misc_pos,fraud_Reynolds-Schinner,VA,M,6018,72,1347004963,67.34579,0.6241653653053806,High,0
1.190000057220459,personal_care,"fraud_Bradtke, Torp and Bahringer",IL,M,1656,50,1371649587,21.402954,0.1659925707592631,Medium,0
69.24,shopping_pos,"fraud_Watsica, Haag and Considine",WV,F,4575,27,1335044987,84.43383,0.2075898907056867,Medium,0
76.44999694824219,gas_transport,fraud_Sporer Inc,FL,M,79008,34,1333533165,95.73097,0.2928267803849719,Medium,0
135.17,grocery_pos,fraud_Vandervort-Funk,MA,M,1506,59,1351229377,109.18095,0.4670075675008521,High,0
1.6799999475479126,shopping_net,"fraud_Ruecker, Beer and Collier",ND,F,77,30,1365178425,17.551004,0.1847723823663062,Medium,0
85.55000305175781,home,fraud_Streich Ltd,NY,M,38912,58,1359502322,49.82474,0.1826335965962092,Medium,0
153.99,misc_net,fraud_Flatley-Durgan,MN,F,753116,48,1352198718,58.195324,0.2952497379553962,Medium,0
46.560001373291016,grocery_net,fraud_Kling-Grant,AR,F,969,66,1359188623,86.80469,0.1524635283959095,Medium,0
16.5,health_fitness,fraud_Shields-Wunsch,OK,F,413574,51,1355686626,91.69758,0.1565787963865735,Medium,0
110.43,grocery_pos,fraud_Deckow-O'Conner,IL,F,1810,44,1335170292,87.30031,0.3483227656668853,Medium,0
4.110000133514404,entertainment,"fraud_Schroeder, Hauck and Treutel",WA,F,761,76,1341847816,99.43331,0.1783118862660278,Medium,0
82.51000213623047,gas_transport,fraud_Kutch LLC,MA,M,1506,59,1355723111,86.87385,0.386889841468541,Medium,0
78.12,home,fraud_Reilly LLC,WY,M,49,37,1339678477,86.45229,0.1337949465642041,Low,0
1.7699999809265137,personal_care,fraud_Dickinson Ltd,KS,M,2661,70,1333119931,113.1137,0.1950107085407889,Medium,0
56.21,food_dining,"fraud_Graham, Hegmann and Hammes",KY,F,6841,19,1336169115,83.13627,0.1575279698923677,Medium,0
82.88999938964844,home,"fraud_Cole, Hills and Jewess",VT,M,140,29,1332366848,42.142628,0.212078449505309,Medium,0
33.7400016784668,kids_pets,"fraud_Lowe, Dietrich and Erdman",TN,M,25459,50,1359234882,18.16103,0.1528125357306406,Medium,0
236.65,entertainment,fraud_Kling-Ernser,OH,M,9051,36,1352118852,97.3366,0.2758299978473942,Medium,0
45.56999969482422,home,fraud_Kutch-Wilderman,NY,F,10256,51,1361132253,48.160923,0.1720827760685203,Medium,0
3.7100000381469727,shopping_pos,fraud_Dooley Inc,PA,F,166081,20,1325858311,128.65643,0.2177176579437331,Medium,0
72.91999816894531,grocery_pos,"fraud_Casper, Hand and Zulauf",NM,M,5662,30,1356057324,109.85966,0.3634603180771354,Medium,0
13.220000267028809,entertainment,fraud_Morissette LLC,AL,M,1312,64,1357421496,46.275536,0.1483132811875269,Low,0
68.87000274658203,kids_pets,fraud_Hoppe-Parisian,PA,F,7565,68,1371593059,104.4562,0.1646280523146577,Medium,0
28.049999237060547,kids_pets,"fraud_Lowe, Dietrich and Erdman",FL,M,237282,70,1370102655,70.195724,0.0877813866172363,Low,0
163.47999572753906,home,"fraud_Denesik, Powlowski and Pouros",MO,F,602,65,1364060005,30.901838,0.2001603419273301,Medium,0
1.65,entertainment,fraud_Gibson-Deckow,MT,M,1939,52,1338569231,69.45283,0.1974953928238725,Medium,0
18.309999465942383,grocery_net,"fraud_Morissette, Weber and Wiegand",FL,M,3776,43,1371521420,119.696945,0.2153631540840989,Medium,0
78.38999938964844,entertainment,fraud_Padberg-Rogahn,FL,F,276002,84,1330947678,83.59816,0.2673663147073176,Medium,0
120.12999725341795,grocery_pos,"fraud_Lockman, West and Runte",AR,M,376,81,1360321629,77.42696,0.3018212610390768,Medium,0
59.79999923706055,grocery_net,"fraud_Swift, Bradtke and Marquardt",DC,F,601723,34,1370834284,73.226135,0.2152531886036807,Medium,0
45.119998931884766,misc_pos,"fraud_Wiza, Schaden and Stark",WY,M,49,37,1327113511,64.891685,0.3255616349900175,Medium,0
81.25,shopping_net,fraud_Boyer PLC,WI,M,795,33,1350986677,103.707504,0.2436839947492904,Medium,0
127.27999877929688,grocery_pos,"fraud_Heller, Gutmann and Zieme",ND,F,1190,71,1358933065,37.81308,0.3499650927162425,Medium,0
104.74,grocery_pos,fraud_Goodwin-Nitzsche,MO,F,2368,30,1352266591,64.132065,0.4322350515352895,High,0
8.880000114440918,shopping_net,"fraud_Langworth, Boehm and Gulgowski",NY,M,3833,48,1327532463,58.956577,0.2117551503437259,Medium,0
93.02999877929688,gas_transport,"fraud_Raynor, Feest and Miller",KY,F,736284,68,1366971020,90.47457,0.2900721251682435,Medium,0
125.6500015258789,grocery_pos,"fraud_Schoen, Kuphal and Nitzsche",KY,F,736284,58,1355037161,68.908714,0.3408689511537752,Medium,0
59.84000015258789,grocery_pos,"fraud_Lockman, West and Runte",LA,M,55581,47,1366798319,23.01338,0.2274753553293449,Medium,0
39.15,misc_pos,fraud_Thiel PLC,TX,M,1571,36,1339747756,37.57984,0.2076130849701228,Medium,0
83.65,gas_transport,fraud_Conroy-Cruickshank,TX,F,5908,57,1349599219,91.3043,0.321200749597578,Medium,0
1.05,shopping_pos,"fraud_Douglas, Schneider and Turner",CT,F,2376,46,1350862843,19.694777,0.338672515063092,Medium,0
78.97000122070312,gas_transport,fraud_Bins-Rice,PA,M,168,41,1362569808,71.162605,0.2707127565064321,Medium,0
69.93,gas_transport,fraud_Prohaska-Murray,PA,M,687276,46,1352201775,99.74344,0.2739515489350832,Medium,0
15.359999656677246,entertainment,fraud_Effertz LLC,NE,M,614,52,1341775997,44.53738,0.1659623872027425,Medium,0
54.880001068115234,food_dining,"fraud_Konopelski, Schneider and Hartmann",MO,M,964,44,1326131892,69.13272,0.1022869065745976,Low,0
64.16999816894531,health_fitness,fraud_Carroll PLC,MN,M,16163,33,1366295739,69.64247,0.0774203415612713,Low,0
64.33,food_dining,"fraud_Bahringer, Osinski and Block",PA,M,1946,29,1353690744,71.899254,0.0905022232451013,Low,0
96.7,grocery_pos,fraud_Lockman Ltd,WI,M,795,33,1354265833,18.993895,0.2940660821372219,Medium,0
102.52,home,fraud_Altenwerth-Kilback,FL,M,341043,30,1339356986,86.245476,0.2069378634914372,Medium,0
83.48,kids_pets,fraud_Waelchi-Wolf,KS,M,269,56,1348168302,43.946785,0.1740457035190158,Medium,0
53.77000045776367,gas_transport,"fraud_Connelly, Reichert and Fritsch",NV,M,276896,22,1361678771,55.46723,0.3484534090541282,Medium,0
68.66999816894531,grocery_pos,fraud_Stracke-Lemke,TX,F,1563,42,1365921916,112.79972,0.2668989691948921,Medium,0
45.49,gas_transport,fraud_Heller-Langosh,MD,F,718,34,1339548490,90.15198,0.4009131946432676,High,0
55.79,misc_net,"fraud_Greenfelder, Bartoletti and Davis",MN,M,744,51,1337419382,59.657455,0.1874859469115909,Medium,0
43.61000061035156,health_fitness,"fraud_Turcotte, Batz and Buckridge",TX,F,2906700,34,1341432335,59.107555,0.1441547028515571,Low,0
8.49,shopping_pos,fraud_Morissette PLC,NY,F,1166,36,1340486949,84.70562,0.2397492864401216,Medium,0
83.80000305175781,personal_care,"fraud_Kihn, Brakus and Goyette",IL,M,928,34,1358377717,88.7798,0.1404465480803757,Low,0
4.440000057220459,misc_net,fraud_Ruecker Group,OR,F,191096,55,1342258141,80.928566,0.3007961711023729,Medium,0
153.74000549316406,grocery_pos,fraud_Barton Inc,GA,M,112,54,1347172150,39.679375,0.3800565332021539,Medium,0
6.289999961853027,shopping_pos,"fraud_Bernhard, Grant and Langworth",MI,F,1038,56,1370753523,94.73413,0.4287304390954993,High,0
117.76000213623048,entertainment,fraud_Johns-Hoeger,WV,F,4575,27,1328552350,97.93712,0.2371353716876525,Medium,0
8.71,travel,fraud_Block-Hauck,WV,M,571,51,1339944716,80.35872,0.0925533440609993,Low,0
16.15,home,fraud_Stark-Koss,ME,M,3224,22,1353782673,109.457344,0.1778628212987697,Medium,0
79.3499984741211,grocery_pos,"fraud_Mosciski, Gislason and Mertz",NY,F,1166,36,1345512568,113.37601,0.4147955543674783,High,0
15.27,kids_pets,fraud_Bednar PLC,PA,M,1762,57,1351900615,40.22459,0.1800250303538377,Medium,0
60.84000015258789,gas_transport,fraud_Prohaska-Murray,MT,F,743,46,1330773615,46.177837,0.3142981303955659,Medium,0
72.42,entertainment,"fraud_Larkin, Stracke and Greenfelder",TX,F,263,62,1336344850,69.73508,0.1831542537490711,Medium,0
92.33999633789062,grocery_pos,fraud_Murray-Smitham,NC,F,12486,85,1327892460,19.282606,0.4659302934582777,High,0
37.72999954223633,grocery_net,fraud_Trantow PLC,TX,F,12747,32,1343897610,138.27354,0.1789890179968682,Medium,0
78.55,health_fitness,fraud_Fritsch and Sons,OH,F,36784,77,1340646347,90.45666,0.112480593437113,Low,0
42.93999862670898,entertainment,fraud_Brown-Greenholt,FL,F,224256,34,1364081660,61.51272,0.1305742575361508,Low,0
528.780029296875,misc_pos,fraud_Stiedemann Inc,WV,F,16183,42,1354966694,48.92876,0.9483423656051272,High,0
22.1200008392334,entertainment,fraud_Bins-Tillman,NM,M,923,54,1334175644,89.955795,0.1633613874295159,Medium,0
1.2899999618530271,misc_net,fraud_Brown PLC,IL,F,2401,47,1326094597,88.02965,0.3956765844939262,Medium,0
71.27999877929688,gas_transport,fraud_Marks Inc,IL,F,1810,44,1334296005,106.76137,0.4278526307773856,High,0
84.91,entertainment,fraud_Bauch-Blanda,OH,M,267,14,1337948899,31.497786,0.1091854448332623,Low,0
2.970000028610229,travel,fraud_Treutel-King,VA,M,104396,68,1345651846,44.158833,0.121893031708044,Low,0
44.02999877929688,personal_care,fraud_Schiller Ltd,LA,M,1758,62,1368638170,86.47713,0.0759697222742377,Low,0
4.75,shopping_pos,fraud_Stoltenberg-Beatty,NY,M,11250,42,1356980678,99.99772,0.2364512188791842,Medium,0
53.04999923706055,gas_transport,fraud_Emard Inc,GA,M,1461,84,1369540905,86.23265,0.3345929052311032,Medium,0
13.0,personal_care,fraud_Labadie LLC,MO,F,927396,59,1344798378,39.614952,0.1752207330265037,Medium,0
69.65,grocery_pos,fraud_Hudson-Ratke,MO,M,92608,17,1339225394,22.038898,0.2695333523972694,Medium,0
10.510000228881836,health_fitness,"fraud_Swaniawski, Nitzsche and Welch",TX,M,254282,68,1358710007,115.32827,0.1626490034009055,Medium,0
26.63,health_fitness,"fraud_Hills, Hegmann and Schaefer",NC,M,2290,73,1351260464,85.46066,0.0872399021063157,Low,0
5.11,misc_pos,fraud_McGlynn-Jaskolski,MI,M,1126,64,1340785398,50.408176,0.2926782995378207,Medium,0
133.61000061035156,food_dining,fraud_Bechtelar-Rippin,OH,F,22305,80,1343461359,43.6554,0.3365022167132606,Medium,0
5.0,food_dining,"fraud_Hermiston, Russel and Price",SC,F,2408,21,1330877832,72.88942,0.1684567240606314,Medium,0
70.95,gas_transport,fraud_Prohaska-Murray,OH,M,177,45,1338551967,90.833595,0.2962404035384848,Medium,0
43.90999984741211,grocery_net,fraud_Rempel PLC,WI,M,1360,34,1325896204,67.88621,0.2711446513867949,Medium,0
119.61000061035156,health_fitness,"fraud_Hills, Hegmann and Schaefer",FL,F,237282,40,1343840081,128.68448,0.1274273017364649,Low,0
131.65,shopping_pos,"fraud_Weimann, Kuhic and Beahan",MN,M,2097,32,1354487524,82.386986,0.2238521488618185,Medium,0
1.409999966621399,shopping_pos,fraud_Conroy Ltd,WV,M,571,52,1356683114,111.7932,0.4364217097271226,High,0
87.62999725341797,gas_transport,fraud_Emard Inc,NC,M,2290,73,1344945470,31.986874,0.3041565574440228,Medium,0
60.68000030517578,kids_pets,fraud_Schoen Ltd,VA,M,4367,57,1359904456,52.92787,0.1027330064147985,Low,0
112.83000183105467,personal_care,fraud_Prosacco LLC,KY,F,6841,20,1367602979,86.19445,0.1097466499536867,Low,0
43.31,grocery_pos,fraud_Heidenreich PLC,MT,M,218,24,1350216832,85.70406,0.1063540659616247,Low,0
58.650001525878906,gas_transport,fraud_Rodriguez Group,VA,F,136895,79,1328947516,85.80838,0.3317768919787396,Medium,0
2.75,shopping_pos,fraud_Pouros-Conroy,MI,F,6469,41,1370964827,105.48764,0.1787048559594766,Medium,0
14.74,personal_care,fraud_Morissette-Schaefer,NE,F,73,84,1338144210,31.020523,0.1851540382701128,Medium,0
9.86,travel,fraud_Jerde-Hermann,AZ,F,1312922,38,1353186131,104.179596,0.1212101478325791,Low,0
37.77000045776367,kids_pets,fraud_Pacocha-Weissnat,TX,F,4090,43,1366571594,47.41405,0.1583391879002085,Medium,0
3.22,shopping_pos,fraud_Denesik and Sons,NY,F,6120,42,1339332120,59.287098,0.2101200455671897,Medium,0
49.2400016784668,gas_transport,fraud_Cummings LLC,AL,M,190178,47,1365391781,97.076866,0.3269574029143975,Medium,0
39.29,home,"fraud_Windler, Goodwin and Kovacek",OK,M,116001,26,1347710938,71.03153,0.1099647583218606,Low,0
19.489999771118164,health_fitness,"fraud_Hills, Hegmann and Schaefer",NY,M,47211,82,1334241955,73.53307,0.1047535036504204,Low,0
45.970001220703125,gas_transport,fraud_Huels-Hahn,OK,M,116001,25,1334206747,64.153786,0.3934813471988683,Medium,0
124.35,health_fitness,fraud_Bahringer Group,LA,M,55581,47,1350510069,82.622406,0.1813824066281253,Medium,0
64.69999694824219,gas_transport,fraud_Cummings LLC,ME,M,1780,37,1365219826,35.241573,0.3477257281643719,Medium,0
19.3799991607666,personal_care,fraud_Prosacco LLC,MS,M,1196,61,1366473720,94.37526,0.0855140284625737,Low,0
68.05,shopping_net,fraud_Rempel Inc,WV,M,2443,77,1339809385,103.24556,0.3576837718662026,Medium,0
9.58,travel,fraud_Kris-Kertzmann,NV,M,214518,59,1350160601,30.449429,0.1264607790431637,Low,0
14.760000228881836,health_fitness,fraud_Shields-Wunsch,OK,F,413574,47,1331298587,105.91443,0.1209431945875646,Low,0
57.88999938964844,grocery_pos,fraud_Hudson-Ratke,NJ,M,124967,38,1344300608,81.37106,0.3678883314575892,Medium,0
173.39999389648438,home,"fraud_Durgan, Gislason and Spencer",AR,F,2856,93,1369325717,43.026646,0.2017051384189503,Medium,0
153.15,health_fitness,fraud_Feil-Morar,OH,F,1443,57,1340641377,40.171535,0.1731477065833529,Medium,0
294.24,shopping_net,fraud_Cormier LLC,GA,M,298,56,1338426203,62.594826,0.7572831428762706,High,0
246.69000244140625,home,fraud_Kutch-Wilderman,FL,M,459921,50,1367701825,78.511604,0.4165852347171425,High,0
23.530000686645508,personal_care,"fraud_Roberts, Ryan and Smith",NY,F,9993,56,1342807934,10.18616,0.1634032956693796,Medium,0
24.75,home,fraud_Gaylord-Powlowski,IL,M,2135,59,1368397935,111.82574,0.1521433984176818,Medium,0
70.72,grocery_pos,"fraud_Goldner, Kovacek and Abbott",MS,F,4198,17,1336162429,83.97534,0.2043282084499424,Medium,0
64.59,health_fitness,fraud_Ziemann-Waters,WV,F,16183,41,1339338613,86.98064,0.1080038480269266,Low,0
55.63,gas_transport,fraud_Torp-Labadie,MT,F,743,47,1339043887,124.17421,0.413688453531823,High,0
40.79999923706055,misc_pos,fraud_Gutmann-Upton,TX,M,1571,36,1326075167,77.61789,0.3226973421479261,Medium,0
60.540000915527344,food_dining,fraud_Deckow-Dare,LA,F,137067,68,1359208196,18.326353,0.091672189345011,Low,0
3.740000009536743,shopping_net,"fraud_Kihn, Abernathy and Douglas",IL,F,1617,29,1364330012,82.36811,0.2220118290921111,Medium,0
109.37000274658205,entertainment,fraud_Cummerata-Hilpert,IA,F,1075,23,1357425152,121.238785,0.1781464829437614,Medium,0
39.43000030517578,grocery_net,fraud_VonRueden Group,CT,F,647,32,1365917229,92.36997,0.2172373044652219,Medium,0
102.45,grocery_pos,fraud_Rau and Sons,CA,M,126,26,1339550691,111.70763,0.4135205805602251,High,0
4.130000114440918,travel,fraud_Johnston-Casper,FL,M,42619,43,1333924626,47.335823,0.1663724066195726,Medium,0
63.93999862670898,gas_transport,fraud_Kuvalis Ltd,FL,M,276002,40,1344662673,112.65558,0.3734585663213892,Medium,0
116.08999633789062,grocery_pos,fraud_Vandervort-Funk,VT,M,140,30,1369360194,116.12938,0.4131755475887955,High,0
132.41000366210938,health_fitness,fraud_Fadel-Hilpert,LA,F,10076,42,1355148725,62.15242,0.132062967263846,Low,0
65.6500015258789,kids_pets,fraud_Crona and Sons,AR,F,2856,93,1359116319,116.51275,0.106759518651016,Low,0
2.4600000381469727,health_fitness,"fraud_Torp, Muller and Borer",LA,F,1178,68,1368388291,86.0649,0.2315448055582654,Medium,0
4.679999828338623,shopping_pos,fraud_Friesen Inc,KY,F,341,87,1365825532,34.093525,0.4626398283956513,High,0
6.150000095367432,food_dining,fraud_Schuppe-Schuppe,KS,F,242,31,1327273874,67.286934,0.2318760191483262,Medium,0
39.77999877929688,grocery_net,fraud_Bahringer-Larson,CA,F,107941,28,1355017753,109.47055,0.2288264734507531,Medium,0
81.97,gas_transport,fraud_Rodriguez Group,CO,M,389246,49,1336302702,71.75937,0.2928351573320694,Medium,0
83.9800033569336,home,fraud_Eichmann-Kilback,IL,M,1504,26,1363556326,52.904396,0.166400028711095,Medium,0
